Filter Keyword,WOW Job title,WOW Industry,New Job Category,New Industry Category,Final job title,Final industry,"[=COUNTIF (B:B, B1055)>1]",,,Num of unique job title,93,Num of unique industry,38
,Waiters/Bartenders,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waitresses / Waiters,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Event Waitstaff,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waitstaff,Restaurant ,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waitstaff/Counter Help,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiter/Waitress/Server,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiter/busboy,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,"Waiters, Runners, Bartenders",Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,"Waiters, Runners, and Bartenders",Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Bartenders & Waiters ,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Cook and Waitstaff ,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waitress/Waiter,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiter/Waitress/Delivery Driver,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiter/Waitress ,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Wait Staff,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Counter Staff/Wait Staff,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiter/Cook/Barista,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waitresses/Waiters,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Server/Waiter,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waiters/Waiter's Assistant,Food & Beverage,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Captain Waiter,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Back Waiter,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Waitresses/Servers/Bus Boy,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Server/Waitress,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Restaurant Wait-staff (Clark),Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
,Pizza Delivery Driver / line cook / waitress,Restaurants & Food Service,waiter/waitress,Restaurants & Food Service,waiter/waitress,restaurants & food service,,,,,,,
General Manager,Assistant General Manager- The Grill,Restaurants & Food Service,Manager,Restaurants & Food Service,manager,restaurants & food service,,,,,,,
,General Manager,Restaurants & Food Service,Manager,Restaurants & Food Service,manager,restaurants & food service,,,,,,,
,Pool/Restaurant General Manager,Hotels & Accommodation,Manager,Hospitality & Tourism,manager,hospitality & tourism,,,,,,,
,Store General Manager (Direct Store),Food & Beverage,Manager,Restaurants & Food Service,manager,restaurants & food service,,,,,,,
Front of House,Front of House Floor Manager,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House,,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House Manager,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front Of House Leader,,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House Staff,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House/Counter Staff,Food & Beverage,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House - Customer Service,Food & Beverage,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House Position,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House Member,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House Positions,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
,Front of House Team Member,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,front of house staff,restaurants & food service,,,,,,,
," Bar-Back, Dishwasher, Runner",Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,"Bartender, Barback, Host",Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Barback,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Barback/Busser,,Front of House Staff,,,,,,,,,,
,Barback,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Barbacks,Food & Beverage,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Barback/Junior Server,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Barback,Food & Beverage,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Barback,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Backwaiter,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Back Waiter,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Barback,Food & Beverage,Front of House Staff,Restaurants & Food Service,,,,,,,,,
,Busser/Barback,Restaurants & Food Service,Front of House Staff,Restaurants & Food Service,,,,,,,,,
Back of House,Back of House Team Member,Restaurants & Food Service,Back of House Staff,Restaurants & Food Service,,,,,,,,,
,Back of House Positions,Retail Stores,Back of House Staff,Retail,,,,,,,,,
,Back of House Team Member,Restaurants & Food Service,Back of House Staff,Restaurants & Food Service,,,,,,,,,
Food Runner,Food Runner,Food & Beverage,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Busser/Food Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Barista/Food Runner,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Servers and Food Runners,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Food Runners,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
,Food Runners/Bus Boys/Girls,Restaurants & Food Service,Busser,Restaurants & Food Service,busser,restaurants & food service,,,,,,,
clean,Cleaner,Cleaning,Cleaner,Facilities Services,cleaner,facilities services,,,,,,,
,Professional Cleaner,Facility Services,Cleaner,Facilities Services,cleaner,facilities services,,,,,,,
,Cleaners,Cleaning,Cleaner,Facilities Services,cleaner,facilities services,,,,,,,
,Groomer's Assistant & Shop Cleaning Help,Pet Grooming,Cleaner,Pet Services,cleaner,pet services,,,,,,,
,Cleaner position,Cleaning Service,Cleaner,Facilities Services,cleaner,facilities services,,,,,,,
,Ranch Hand / Stall Cleaner,"Farming, Ranching and Fishing",Cleaner,Agriculture and Animal Care,cleaner,agriculture and animal care,,,,,,,
salon,Salon Front Desk Associate ,Hair Salon,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
,Salon Receptionist/Assistant,Beauty,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
,Salon Apprentice/Assistant,Beauty Salon,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
,Salon Assistant,Hair Salon,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
,Hair Salon Assistant,Beauty / Salon,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
,Salong Positions,Personal Care Services,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
,Salon Hair Assistant,Personal Care Services,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
,Salon Receptionist,Personal Care,Salon Staff,Beauty and Personal Care,salon staff,beauty and personal care,,,,,,,
teacher,Part Time Substitute Teacher for Play-Based Preschool,Other Education,Teacher,Education,teacher,education,,,,,,,
,Teachers Assistant,K-12 Education,Teacher,Education,teacher,education,,,,,,,
,Enrichment teacher,Child Care,Teacher,Education,teacher,education,,,,,,,
,Teacher Assistant,Child Care Services,Teacher,Education,teacher,education,,,,,,,
,Daycare Teacher Assistant,Child Care Services,Teacher,Education,teacher,education,,,,,,,
,Preschool Aftercare Teacher Assistant,Child Care,Teacher,Education,teacher,education,,,,,,,
,Assistant Teacher,Child Care,Teacher,Education,teacher,education,,,,,,,
,Toddler Teacher,Childcare,Teacher,Education,teacher,education,,,,,,,
instructor,Assistant Instructor,Sports & Leisure,Instructor,Sports & Leisure,instructor,sports & leisure,,,,,,,
,Dance Instructor,Dance,Instructor,Arts & Entertainment,instructor,arts & entertainment,,,,,,,
,Science Instructor,Other Education,Instructor,Education,instructor,education,,,,,,,
,Associate Music Instructor,"Movies, TV, Music",Instructor,Arts & Entertainment,instructor,arts & entertainment,,,,,,,
,Pilates Instructor,Health and Wellness,Instructor,Healthcare,instructor,healthcare,,,,,,,
tutor,Compassionate Tutors,Other Education,Tutor,Education,tutor,education,,,,,,,
,Math Tutor,Other Education,Tutor,Education,tutor,education,,,,,,,
captain,Captain,Restaurants & Food Service,Captain,Restaurants & Food Service,captain,restaurants & food service,,,,,,,
,Captain & Servers,Restaurants & Food Service,Captain,Restaurants & Food Service,captain,restaurants & food service,,,,,,,
,Captain Waiter,Restaurants & Food Service,Captain,Restaurants & Food Service,captain,restaurants & food service,,,,,,,
real estate,Real Estate Agent,Real Estate,Real Estate Agent,Real Estate & Property Management,real estate agent,real estate & property management,,,,,,,
,Registered Real Estate Agent,Real Estate,Real Estate Agent,Real Estate & Property Management,real estate agent,real estate & property management,,,,,,,
open call,Open Call,Restaurants & Food Service,Open Call,Restaurants & Food Service,open call,restaurants & food service,,,,,,,
,Line-Cook & Hostess,Restaurants & Food Service,Open Call,Restaurants & Food Service,open call,restaurants & food service,,,,,,,
Maitre d',Maitre d',Restaurants & Food Service,Maitre d',Restaurants & Food Service,maitre d',restaurants & food service,,,,,,,
,Maitre d' ,Restaurants & Food Service,Maitre d',Restaurants & Food Service,maitre d',restaurants & food service,,,,,,,
,Maitre d’ & Events Coordinator ,Restaurants & Food Service,Maitre d',Restaurants & Food Service,maitre d',restaurants & food service,,,,,,,
Maintenance,Elevator Maintenance Technician,Information Technology,Maintenance Worker,Information Technology,maintenance worker,information technology,,,,,,,
,Maintenance Workers,Defense,Maintenance Worker,Defense,maintenance worker,defense,,,,,,,
,Maintenance Technician,infrastructure,Maintenance Worker,Construction,maintenance worker,construction,,,,,,,
,Regional Maintenance Manager(Arlington),housing,Maintenance Worker,Real Estate & Property Management,maintenance worker,real estate & property management,,,,,,,
front end,Cashiers/Merchandisers/Produce Lead/Deli Lead/Frozen Lead/Grocery Lead/Health & Beauty and GM Lead/Front End Lead,Sales & Marketing,Front End Staff,Sales & Marketing,front end staff,sales & marketing,,,,,,,
,Front End/Counter Help,Food & Beverage,Front End Staff,Restaurants & Food Service,front end staff,restaurants & food service,,,,,,,
,Front End Position,Food & Beverage,Front End Staff,Restaurants & Food Service,front end staff,restaurants & food service,,,,,,,
mechanic,Diesel Mechanic,Transportation & Logistics,Mechanic,Transportation & Logistics,mechanic,transportation & logistics,,,,,,,
,Mechanic,Automotive,Mechanic,Automotive,mechanic,automotive,,,,,,,
,Electrical Mechanic,Construction,Mechanic,Construction,mechanic,construction,,,,,,,
restaurant,Restaurant Manager,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Management,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Server,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant & Retail Dining Staff,Hospitality,Restaurant Staff,Hospitality & Tourism,restaurant staff,hospitality & tourism,,,,,,,
,Restaurant Supervisor,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant/bar Manager,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Pool/Restaurant General Manager,Hotels & Accommodation,Restaurant Staff,Hospitality & Tourism,restaurant staff,hospitality & tourism,,,,,,,
,Restaurant host,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,FINE DINING RESTAURANT - EXPERIENCED SERVERS WANTED,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Team Member,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Server and Counter Helper,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Waiter/Waitress in Japanese Restaurant (Ridgewood),Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Staff,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,RESTAURANT SERVERS,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Workers,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,"Bartender, Hostess, and Restaurant Manager",Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Managers/Catering Managers,Food & Beverage,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Shift Manager/Assistant Manager in Training,Food & Beverage,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Helper,Food & Beverage,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Manager/Line Cook,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Wait-staff (Clark),Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,RESTAURANT SERVER AND KITCHEN STAFF (Edison),Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Restaurant Sous Chef (Edison),Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
,Assistant Restaurant Manager,Restaurants & Food Service,Restaurant Staff,Restaurants & Food Service,restaurant staff,restaurants & food service,,,,,,,
nail,Nail Technician & Apprentices (Sterling),Beauty,Nail Technician,Beauty and Personal Care,nail technician,beauty and personal care,,,,,,,
,Nail Technician ,Personal Care Services,Nail Technician,Beauty and Personal Care,nail technician,beauty and personal care,,,,,,,
,Nail Technician,beauty and  body,Nail Technician,Beauty and Personal Care,nail technician,beauty and personal care,,,,,,,
hr,HR Specialist,Human Resources,HR Staff,Human Resources,hr staff,human resources,,,,,,,
,HR Manager,Human Resources,HR Staff,Human Resources,hr staff,human resources,,,,,,,
,HR Analyst,finance,HR Staff,Business,hr staff,business,,,,,,,
,HR Assistant Manager,Business,HR Staff,Human Resources,hr staff,human resources,,,,,,,
,HR Planning Manager,Transportation & Logistics,HR Staff,Transportation & Logistics,hr staff,transportation & logistics,,,,,,,
scm,SCM Purchasing Supervisor,Food & Beverage,SCM,Restaurants & Food Service,scm,restaurants & food service,,,,,,,
,Logistics & SCM Associate,Research,SCM,Research,scm,research,,,,,,,
,SCM Assistant,food manufacturing,SCM,Restaurants & Food Service,scm,restaurants & food service,,,,,,,
business dev,Business Development associate ,Human Resources,Business Development,Human Resources,business development,human resources,,,,,,,
,Business Development Manager,Logistics ,Business Development,Transportation & Logistics,business development,transportation & logistics,,,,,,,
,Business Development Associate,Biotech & Life Sciences,Business Development,Biotech & Life Sciences,business development,biotech & life sciences,,,,,,,
Esthetician ,Esthetician ,Personal Care Services,Esthetician ,Beauty and Personal Care,esthetician ,beauty and personal care,,,,,,,
,Esthetician/Massage Therapist ,Personal Care Services,Esthetician ,Beauty and Personal Care,esthetician ,beauty and personal care,,,,,,,
,Esthetician,Personal care,Esthetician ,Beauty and Personal Care,esthetician ,beauty and personal care,,,,,,,
office,Office Assistant,Restaurants & Food Service,Assistant,Restaurants & Food Service,assistant,restaurants & food service,,,,,,,
,Adult Probation Officer I ,"Government - Local, State & Federal",Correctional Officier,"Government - Local, State & Federal",correctional officier,"government - local, state & federal",,,,,,,
,Probation Officer I - TEMPORARY ,"Government - Local, State & Federal",Correctional Officier,"Government - Local, State & Federal",correctional officier,"government - local, state & federal",,,,,,,
,Administrative Officer - General Services ,Local Government ,Administrative Staff,"Government - Local, State & Federal",administrative staff,"government - local, state & federal",,,,,,,
,Office Admin Assistant,Real Estate,Administrative Staff,Real Estate & Property Management,administrative staff,real estate & property management,,,,,,,
,Office Administrative Assistant,Fashion,Administrative Staff,Arts & Entertainment,administrative staff,arts & entertainment,,,,,,,
,Front Office Clerk/Receptionist,Beauty,Administrative Staff,Beauty and Personal Care,administrative staff,beauty and personal care,,,,,,,
,Office Receptionist,Healthcare,Administrative Staff,Healthcare,administrative staff,healthcare,,,,,,,
,Office General Work,Admin/Office,Administrative Staff,Manufacturing and Production,administrative staff,manufacturing and production,,,,,,,
Therapist,Massage Therapist,Personal Care Services,Massage Therapist,Beauty and Personal Care,massage therapist,beauty and personal care,,,,,,,
,Esthetician/Massage Therapist ,Personal Care Services,Massage Therapist,Beauty and Personal Care,massage therapist,beauty and personal care,,,,,,,
bather,Dog Bather/Receptionist,Pet Care,Pet Care Staff,Animal Services,pet care staff,animal services,,,,,,,
,Dog Bather,Pet Care,Pet Care Staff,Animal Services,pet care staff,animal services,,,,,,,
,Pet Bather ,Pet Care,Pet Care Staff,Animal Services,pet care staff,animal services,,,,,,,
,Grooming Assistant/Dog Bather,Pet Grooming,Pet Care Staff,Animal Services,pet care staff,animal services,,,,,,,
project,Project Administrator,Roofing,Project Management,Construction,project management,construction,,,,,,,
,Assistant Project Manager,Sign Shop,Project Management,"Advertising, PR & Marketing",project management,"advertising, pr & marketing",,,,,,,
,Project Manager Interior Remodeling ,Interior Design,Project Management,Real Estate & Property Management,project management,real estate & property management,,,,,,,
,Interior Project Assistant,Food & Beverage,Project Management,Restaurants & Food Service,project management,restaurants & food service,,,,,,,
,Millwork Project Coordinator,Architecture and Planning,Project Management,Architecture,project management,architecture,,,,,,,
IT ,IT Specialist,Manufacturing,IT Specialist,Manufacturing and Production,it specialist,manufacturing and production,,,,,,,
,IT Network Specialist,Human Resources,IT Specialist,Human Resources,it specialist,human resources,,,,,,,
store manager,Assistant Store Manager,Restaurants & Food Service,Store Manager,Restaurants & Food Service,store manager,restaurants & food service,,,,,,,
,Store Manager,Food & Beverage,Store Manager,Restaurants & Food Service,store manager,restaurants & food service,,,,,,,
photo,PHOTOGRAPHER,COSTUME JEWELRY IMPORTER,Photographer,"Journalism, Media & Publishing",photographer,"journalism, media & publishing",,,,,,,
,Sales - photographer,Photography,Photographer,"Journalism, Media & Publishing",photographer,"journalism, media & publishing",,,,,,,
schedul,Scheduling Coordinator,Electronic & Computer Hardware,Scheduler,Staffing & Recruiting,scheduler,staffing & recruiting,,,,,,,
,Scheduler/Planner,Construction,Scheduler,Construction,scheduler,construction,,,,,,,
,Scheduler,Construction,Scheduler,Construction,scheduler,construction,,,,,,,
librar,Library Assistant,Library,Library Associate,Information Services,library associate,information services,,,,,,,
,Part-Time Library Circulation Associate,Library,Library Associate,Information Services,library associate,information services,,,,,,,
juice,JUICE BAR/ SANDWICH MAKER,Food & Beverage,Juicer,Restaurants & Food Service,juicer,restaurants & food service,,,,,,,
,Barista/Juicer ,Food & Beverage,Juicer,Restaurants & Food Service,juicer,restaurants & food service,,,,,,,
,Juice Bar and Grill Team Member,Food & Beverage,Juicer,Restaurants & Food Service,juicer,restaurants & food service,,,,,,,
,Juice Bar Team Leader,Food & Beverage,Juicer,Restaurants & Food Service,juicer,restaurants & food service,,,,,,,
,Deli/Juice Bar Associate,Food & Beverage,Juicer,Restaurants & Food Service,juicer,restaurants & food service,,,,,,,
,Juicer,Food & Beverage,Juicer,Restaurants & Food Service,juicer,restaurants & food service,,,,,,,
,Cafe/Juice Bar Team Member,Food & Beverage,Juicer,Restaurants & Food Service,juicer,restaurants & food service,,,,,,,
probation,Adult Probation Officer I ,"Government - Local, State & Federal",Probation Officer,"Government - Local, State & Federal",probation officer,"government - local, state & federal",,,,,,,
,Probation Officer I - TEMPORARY ,"Government - Local, State & Federal",Probation Officer,"Government - Local, State & Federal",probation officer,"government - local, state & federal",,,,,,,
grill,Grill Deli Chef,,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
,Grill Staff,,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
,Assistant General Manager- The Grill,Restaurants & Food Service,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
,Grill Cook,Restaurants & Food Service,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
,Grill Man,Food & Beverage,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
,Grill chef cook,Restaurants & Food Service,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
,Grill Cook & Counter Help,Food & Beverage,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
,Juice Bar and Grill Team Member,Food & Beverage,Grill Staff,Restaurants & Food Service,grill staff,restaurants & food service,,,,,,,
brand,Brand Director,Human Resources,Brand Management,Human Resources,brand management,human resources,,,,,,,
,Brand Support Associate,Food & Beverage,Brand Management,Restaurants & Food Service,brand management,restaurants & food service,,,,,,,
musician,Associate Music Instructor,"Movies, TV, Music",Musician,Arts & Entertainment,musician,arts & entertainment,,,,,,,
,Musician/Cello,Restaurants & Food Service,Musician,Arts & Entertainment,musician,arts & entertainment,,,,,,,
bilingual,Japanese Bilingual Sales Associate,Food & Beverage,Bilingual,Restaurants & Food Service,bilingual,restaurants & food service,,,,,,,
,B2B Operations Associate / Specialist (Korean Bilingual Preferred),Manufacturing,Bilingual,Manufacturing and Production,bilingual,manufacturing and production,,,,,,,
turkish,Turkish Speaking Front Desk Receptionist,Insurance Company,Bilingual,Insurance,bilingual,insurance,,,,,,,
expedit,Expeditor,Restaurants & Food Service,Expeditor,Restaurants & Food Service,expeditor,restaurants & food service,,,,,,,
,Food Expeditor,Retail Stores,Expeditor,Retail,expeditor,retail,,,,,,,
,Line Cook/Counter Position/Delivery Expeditor,Restaurants & Food Service,Expeditor,Restaurants & Food Service,expeditor,restaurants & food service,,,,,,,
shift,Shift/Floor Manager,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Shift Leader,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Host/Hostess Shift Leader,Restaurants & Food Service,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Shift Lead/Supervisor,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Restaurant Shift Manager/Assistant Manager in Training,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Shift Manager,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Closing Shift Supervisor,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Shift Lead,Restaurants & Food Service,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Team Member/Packer/Shift Manager,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Coffee Shift Supervisor ,Food & Beverage,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
,Shift Supervisor,Restaurants & Food Service,Shift Leader,Restaurants & Food Service,shift leader,restaurants & food service,,,,,,,
sushi,Sushi Chef,,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,Sushi Cook,Food & Beverage,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,Sushi Chef/Sushi Helper,Food & Beverage,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,Sushi Hand Roll Chef,Restaurants & Food Service,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,GACHI SUSHI Team Member,Restaurants & Food Service,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,Sushi Helper,Food & Beverage,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,Experienced Sushi Chef,Restaurants & Food Service,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,Sushi Line Cook,Restaurants & Food Service,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
,Head Sushi Chef,Food & Beverage,Sushi Chef,Restaurants & Food Service,sushi chef,restaurants & food service,,,,,,,
pizza,Pizza Cook,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza and prep cook,,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Maker,,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Line/Pizza Cook,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Cook/Salad Prep,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Chef,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza maker/counter server,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Morning Cashier & Pizza Man,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Cooks,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Person,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Pizza Maker & Counter Person,Food & Beverage,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
,Chef and Pizza Chef,Restaurants & Food Service,Pizza Maker,Restaurants & Food Service,pizza maker,restaurants & food service,,,,,,,
